,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
11,0.24046093,0.22858195,0.24119374,0.14459768,0.11699718,0.18689965,0.14591521,0.08817127,0.16213441,0.10320145,1.0000002,0.19800189,0.13558975,0.21413663,0.29271093,0.17849785,0.14168985,0.14880536,0.17569733,0.15893833,0.21774802,0.06364368,0.16889611,0.19147137,0.27464345,0.279301,0.030485272,0.20243798,0.18090554,0.051405635,0.17282727,0.21153133,0.15868022,0.17844692,0.22351918,0.20566672,0.051219538,0.21265437,0.22238617,0.19849177,0.3119163,0.14072151,0.27754524,0.15896247,0.09728597,0.16238599,0.13754918,0.12193496,0.12348169,0.23498283,0.18531281,0.12264921,0.2689743,0.081276976,0.22883098,0.14105879,0.11561706,0.13913582,0.13790792,0.26483303,0.15503585,0.25451213,0.15378612,0.2456649,0.20425585,0.24069409,0.12857288,0.22475342,0.23190494,0.14351821,0.24279952,0.11504803,0.24468383,0.22585572,0.020113545,0.17295256,0.22613983,0.108364,0.13732019,0.20585924,0.16458704,0.07232321,-0.043955132,0.20290011
12,0.31318983,0.39971012,0.15962437,0.11881982,0.3317682,0.24530482,0.3622089,0.07648559,0.3009171,0.24532738,0.19800189,1.0000002,0.4962134,0.32137406,0.38358167,0.16808258,0.2226026,0.22423941,0.5325701,0.42185584,0.2748869,-0.0022462048,0.2020334,0.29786748,0.16520868,0.28713614,0.25352305,0.13872504,0.16007102,0.38917837,0.36476654,0.35786864,0.07379393,-0.020298354,0.29673526,0.065946884,0.15860543,0.2274016,0.1853252,0.18261293,0.3545845,0.21340656,0.33885378,0.1268958,0.37727565,0.21252976,0.23957874,0.25390676,0.25871632,0.14814943,0.2408064,0.0060635908,0.4182367,0.46507385,0.291795,0.16158557,0.2014125,0.22501372,0.11271429,0.24929114,0.33089077,0.3028913,0.083050534,0.26364946,0.35072684,0.31049138,0.31702754,0.07702926,0.36826134,0.1330759,0.25284344,0.20874576,0.2863926,0.23087153,0.045440443,0.1756212,0.04423506,0.17279193,0.1181747,0.40148747,0.3847732,0.15343376,0.04480825,0.3789758
13,0.31628272,0.34339812,0.27029434,0.26858655,0.1719404,0.36210415,0.27935332,0.1562002,0.22685513,0.28653035,0.13558975,0.4962134,0.9999998,0.2813518,0.23720786,0.34342563,0.3220507,0.25167602,0.500585,0.4223535,0.33019778,0.03582804,0.16590732,0.2729969,0.07278604,0.40448287,0.21181971,0.23767988,0.24594782,0.23341024,0.32066375,0.31242475,0.28851613,0.11114198,0.2564882,0.3326321,0.39606073,0.35868666,0.27285394,0.2757561,0.29760706,0.34137985,0.36749017,0.24146888,0.41814244,0.31950513,0.1849934,0.44177842,0.49780163,0.28795436,0.3036464,0.13758656,0.30707988,0.25236323,0.4372778,0.25077078,0.19142282,0.21625184,0.20226477,0.43932158,0.3394793,0.27673548,0.18852594,0.1824766,0.26045996,0.16372827,0.20184195,0.18501635,0.35488853,0.31691346,0.16041267,0.32135636,0.40561897,0.36986768,0.21418694,0.10318084,0.089299835,0.33599383,0.14046857,0.35871583,0.30570817,0.23720789,0.15288047,0.35552266
14,0.2368711,0.37613901,0.1360023,0.21712852,0.13990037,0.33334094,0.31971782,0.08622502,0.21936421,0.2895937,0.21413663,0.32137406,0.2813518,1.0,0.24666806,0.33643913,0.20613503,0.14736275,0.3049214,0.37108755,0.2526075,0.06722733,0.245835,0.2185442,0.23482788,0.30158707,0.16210917,0.2583236,0.07096335,0.1611667,0.2550513,0.20826137,0.25197464,0.20160998,0.24804693,0.18684055,0.118538775,0.2618536,0.21387391,0.12993093,0.3487052,0.18841985,0.24531056,0.18822205,0.22236265,0.16618752,0.20775509,0.22182672,0.28314996,0.24946271,0.13185489,0.17960714,0.2929403,0.16436972,0.23971045,0.2038798,0.28862616,0.18247536,0.19335638,0.26037362,0.3430596,0.1341174,0.04353566,0.23539084,0.26582158,0.3351937,0.17536515,0.08962652,0.295156,0.20347403,0.34909368,0.31667593,0.24300392,0.20212626,0.06916045,0.21676256,0.053331025,0.258203,0.16470513,0.34962183,0.1792067,0.15904425,0.06252884,0.24356858
15,0.31411895,0.28433976,0.10226176,0.1496868,0.23294446,0.3054176,0.34800023,0.055660054,0.32937932,0.21999213,0.29271093,0.38358167,0.23720786,0.24666806,1.0000002,0.19548492,0.2701254,0.21673632,0.4343133,0.37178317,0.13802528,-0.039299276,0.39969826,0.36859098,0.24335596,0.34152684,0.21439475,0.13061321,0.39829972,0.3690633,0.21673968,0.31705818,0.11621707,0.019883487,0.23184201,0.06603878,0.10735926,0.2490732,0.10293775,0.18599889,0.43229228,0.23186356,0.2685934,0.17086507,0.2893206,0.22446541,0.30554855,0.14556594,0.16280417,0.23652099,0.25469452,0.098475724,0.35651138,0.3604051,0.26492366,0.17958789,0.31262097,0.34817427,0.16717859,0.17961548,0.2683081,0.4344008,0.19811298,0.24751563,0.19234206,0.42620987,0.1971522,0.19375128,0.41544828,0.10709867,0.28518775,0.20320407,0.31075764,0.25768945,0.16765086,0.19630688,0.1264771,0.23565257,0.08314211,0.43544284,0.36773756,0.16269208,-0.008695671,0.22628555
16,0.31877425,0.41868508,0.25030142,0.30281404,0.13166682,0.21485354,0.32873318,0.20484227,0.22758481,0.13679942,0.17849785,0.16808258,0.34342563,0.33643913,0.19548492,0.99999994,0.29169843,0.28304595,0.36946514,0.3373056,0.29756665,0.07909619,0.09056904,0.33810365,0.24746393,0.38820252,0.105548635,0.23584658,0.30978474,0.32433188,0.30226228,0.12016763,0.44049606,0.2094051,0.20114478,0.2610434,0.119249165,0.47804588,0.40102375,0.3318556,0.27691844,0.21615261,0.29305953,0.29357544,0.34611607,0.34896073,0.21566422,0.3049249,0.33487147,0.20997326,0.1740757,0.24253902,0.32711878,0.1172906,0.25873566,0.17056376,0.26078793,0.19737756,0.26561707,0.39475602,0.41784397,0.38323414,0.19478801,0.2047912,0.20671676,0.2977308,0.12230544,0.17600729,0.36695182,0.20187536,0.217167,0.338338,0.18455875,0.42006624,0.17036214,0.1602658,0.045680285,0.28835407,0.30761844,0.30070406,0.27073148,0.17398967,0.08929412,0.37615955
17,0.31733012,0.34927687,0.43097258,0.14564803,0.06006725,0.31831637,0.22539248,0.14260325,0.055014037,0.13204929,0.14168985,0.2226026,0.3220507,0.20613503,0.2701254,0.29169843,1.0,0.18523929,0.3203468,0.3359168,0.011151167,0.08765117,0.16249971,0.33064675,0.17574652,0.21809824,0.19762461,0.32232127,0.2788233,0.32041174,0.22967246,0.21282704,0.22553624,0.07374721,0.062466517,0.094198324,0.07540149,0.34599534,0.22670142,0.059135735,0.39736593,0.30694202,0.27606604,0.18358524,0.39538664,0.43731305,0.21825947,0.20429574,0.2440101,0.2347042,0.14968845,0.30005354,0.13170643,0.13856243,0.3215834,0.12006519,0.25606328,0.29098576,0.20008773,0.16692942,0.18351856,0.2743619,0.13489427,0.14559016,0.2803178,0.13447307,0.16351345,0.19533013,0.47740954,0.33498606,0.2756913,0.1936903,0.44578233,0.34630933,0.10990623,0.09436127,0.09871481,0.18871552,0.12756708,0.30357102,0.25018248,0.18005519,-0.027709436,0.40425277
18,0.38720945,0.2699726,0.13132429,0.071011014,0.10670327,0.15777418,0.20794949,0.0951087,0.19333094,0.055739187,0.14880536,0.22423941,0.25167602,0.14736275,0.21673632,0.28304595,0.18523929,1.0,0.25560924,0.23322418,0.17801982,0.062024035,0.17389904,0.375929,0.14234349,0.3005587,0.091925465,0.18966776,0.15400566,0.28785247,0.16792178,0.16639139,0.20788187,0.11395502,0.18667598,0.14223488,0.08105041,0.32697496,0.17857988,0.025259055,0.21536978,0.14834243,0.15812182,0.1289994,0.2374224,0.2455824,0.14031532,0.3576926,0.25614175,0.24499561,0.31507465,0.14572603,0.20364368,0.058390565,0.2692159,0.28637528,0.1272802,0.22275028,0.21652335,0.24710785,0.37255412,0.17158058,0.05565652,0.29243347,0.20859845,0.09018375,0.13604307,0.10360072,0.20257989,0.1125623,0.29743934,0.06304541,0.23987374,0.24522118,0.13855727,0.088302255,0.18443787,0.18115549,0.101633355,0.18729036,0.15169367,0.24586387,0.06722014,0.34524223
19,0.2794599,0.31875125,0.21875754,0.35685527,0.32362598,0.4487153,0.28764233,0.22072749,0.38847628,0.3226149,0.17569733,0.5325701,0.500585,0.3049214,0.4343133,0.36946514,0.3203468,0.25560924,1.0,0.4952054,0.22988872,0.039080724,0.29655635,0.1890941,0.23358193,0.297496,0.2920761,0.29776236,0.34346765,0.2534744,0.3891604,0.41485572,0.22327791,0.09324504,0.3623443,0.11624717,0.25434086,0.24285142,0.18365012,0.29891637,0.42521328,0.2982644,0.44665042,0.31081656,0.3208354,0.33372685,0.38854092,0.3872761,0.36817804,0.41316268,0.18391438,0.21795122,0.4588267,0.2842438,0.34401947,0.17318448,0.29861066,0.26752704,0.31236312,0.27693674,0.37157568,0.40962842,0.23950647,0.43921846,0.23123297,0.37789187,0.38251185,0.24643019,0.42920756,0.19346216,0.40692818,0.37783346,0.2819507,0.25375557,0.25530678,0.21623331,0.07510894,0.4901631,0.21847859,0.4938964,0.3280932,0.42848814,0.11911909,0.36759675
20,0.49139425,0.48220253,0.21003099,0.25862792,0.21556608,0.36074173,0.36220324,0.021314997,0.33780608,0.29495686,0.15893833,0.42185584,0.4223535,0.37108755,0.37178317,0.3373056,0.3359168,0.23322418,0.4952054,1.0000001,0.19070196,0.076884136,0.38021213,0.34398887,0.17108926,0.3816314,0.13513443,0.14099765,0.2045942,0.42408252,0.5242007,0.34548336,0.15128174,0.015735244,0.16807702,0.04147179,0.13786852,0.37941787,0.303833,0.13038674,0.48378542,0.20948759,0.3151892,0.15194651,0.42313784,0.25464842,0.23504482,0.27241102,0.3252913,0.1146763,0.214309,0.03330608,0.31832093,0.49367893,0.3548244,0.15321949,0.15446547,0.39624515,0.24431203,0.3150522,0.40130582,0.23392005,0.07441634,0.30042404,0.3962656,0.30923495,0.21578789,0.05381464,0.40050805,0.24226308,0.39052826,0.17021292,0.32010683,0.33302963,0.10493508,0.26833948,0.059326716,0.30019596,0.15029636,0.39046222,0.3175017,0.14238526,-0.016802337,0.52009165
21,0.124246076,0.35240057,0.18897784,0.26955473,0.21508364,0.20304422,0.17946875,0.28968346,0.19376706,0.27155408,0.21774802,0.2748869,0.33019778,0.2526075,0.13802528,0.29756665,0.011151167,0.17801982,0.22988872,0.19070196,1.0000001,0.20779355,0.04164197,0.10014901,0.2062023,0.40178576,0.10463856,0.25700518,0.28144187,0.1207084,0.22285315,0.1343149,0.20185639,0.19903268,0.23157614,0.29420063,0.17569539,0.21205755,0.15198347,0.18711261,0.10671039,0.21230388,0.35953858,0.28803322,0.25286546,0.20356646,0.1608995,0.17164414,0.36364168,0.25652394,0.08886735,0.26639017,0.3831407,0.13326363,0.13185509,0.20808733,0.23179021,0.044739556,0.12642258,0.38277486,0.26996607,0.25186783,0.14131822,0.2406579,0.11375854,0.22399054,0.16536166,0.12307614,0.19149399,0.11736169,0.16218203,0.33238643,0.13461685,0.12347539,0.12875864,0.15007475,0.07702377,0.27316776,0.10473065,0.19717157,0.17474574,0.15334247,0.40477467,0.096031114
22,0.002424487,0.050432775,0.1739972,0.16995837,-0.05349469,0.03142392,-0.045434486,0.30359817,0.123818606,0.051944874,0.06364368,-0.0022462048,0.03582804,0.06722733,-0.039299276,0.07909619,0.08765117,0.062024035,0.039080724,0.076884136,0.20779355,1.0000002,-0.036757227,-0.08591689,0.025018983,0.06508211,-0.0058697406,0.31001395,0.1211538,-0.038614552,0.15237632,0.07380928,0.052043967,0.11740224,0.02833271,0.08359195,0.12449838,0.07409937,0.08750993,0.064302966,-0.033035673,0.14685094,0.1281915,0.34611255,-0.042812143,0.1474157,0.06114416,0.00907229,0.14544459,0.02310915,-0.08090616,0.3084936,0.044790853,-0.056866203,-0.059107278,0.030711608,0.004023083,-0.063782066,-0.13255695,0.14525044,0.1307606,0.0430329,0.025794683,0.011410915,-0.023485396,0.115576215,-0.14733194,-0.047680095,-0.015935175,0.120503426,0.033097927,0.107502505,0.07148881,-0.050165076,0.030958546,0.035007667,0.109282166,0.02516291,-0.034195278,0.08971883,-0.0104054585,0.113339126,0.07510979,0.012618399
23,0.32159856,0.2826783,0.06796567,0.1598023,0.14351879,0.29002035,0.22303846,0.110591084,0.24783011,0.19632356,0.16889611,0.2020334,0.16590732,0.245835,0.39969826,0.09056904,0.16249971,0.17389904,0.29655635,0.38021213,0.04164197,-0.036757227,1.0000001,0.36667696,0.11054982,0.30208245,0.11990473,0.12001729,0.13222282,0.23385295,0.1375269,0.2770576,0.082929224,0.09951393,0.19941752,-0.08688232,0.099363156,0.20705496,0.17289932,0.19780067,0.32602534,0.14580077,0.2033922,0.12138781,0.22615892,0.1713182,0.341019,0.14882451,0.22040507,0.25603554,0.21151938,0.03187023,0.2949352,0.46341172,0.28000456,0.044615872,0.19493733,0.4935491,0.0331867,0.27343,0.26046944,0.25609958,0.15122387,0.29257157,0.16207469,0.26204395,0.07890249,0.13202825,0.26225016,0.21379963,0.42119646,0.083221175,0.24382605,0.27982777,0.13936067,0.36859646,0.07880503,0.3379359,0.111674234,0.22334258,0.27659023,0.105583474,-0.056166906,0.25919467
24,0.35063824,0.41027486,0.13507637,0.13637146,0.10142108,0.2545349,0.43212697,0.05810178,0.18374643,0.09258796,0.19147137,0.29786748,0.2729969,0.2185442,0.36859098,0.33810365,0.33064675,0.375929,0.1890941,0.34398887,0.10014901,-0.08591689,0.36667696,1.0000002,0.30922303,0.38320413,0.16407913,0.09550306,0.18417075,0.37221396,0.20647109,0.23919272,0.22626099,0.13300742,0.2624522,0.1293028,0.032345545,0.48241946,0.30269676,0.22893007,0.37284246,0.20578296,0.22723722,0.17195532,0.39020738,0.2759048,0.18153666,0.11475191,0.22852224,0.1939354,0.4013427,0.14285675,0.32120278,0.30869433,0.4034849,0.2861456,0.21055761,0.3821927,0.23251352,0.29613164,0.31035003,0.3049556,0.10968305,0.29063904,0.42340904,0.19644688,0.13379827,0.15407813,0.36137196,0.21258168,0.35993606,0.08329582,0.36866432,0.37425125,0.12796739,0.25677195,0.120375484,0.17356387,0.31524983,0.19835474,0.38321772,-0.010379013,-0.068581164,0.404054
25,0.27002445,0.2820279,0.11864283,0.31532255,0.16593656,0.25778735,0.19231041,0.23686042,0.24654453,0.26472428,0.27464345,0.16520868,0.07278604,0.23482788,0.24335596,0.24746393,0.17574652,0.14234349,0.23358193,0.17108926,0.2062023,0.025018983,0.11054982,0.30922303,1.0,0.33182213,0.27797997,0.12041703,0.22321594,0.05365572,0.19828603,0.264819,0.1911042,0.13814881,0.2644885,0.34130806,0.1505555,0.26231444,0.2576363,0.26266554,0.44434658,0.22057825,0.25267616,0.32410654,0.07795124,0.16041629,0.26756555,0.17223027,0.129387,0.18807861,0.13587286,0.19197282,0.48579472,0.122742645,0.06432893,0.094213024,0.29926485,0.15222852,0.28646806,0.25175425,0.17654413,0.22345173,0.16039556,0.30570287,0.21656914,0.32447347,0.18317443,0.26714808,0.2393001,0.150754,0.26738635,0.256877,0.032807183,0.08398773,0.10353352,0.17399509,0.19871625,0.26890147,0.34677327,0.2656949,0.13182335,0.118571386,0.15864316,0.22100647
26,0.41585344,0.36884862,0.18789977,0.3687982,0.19261658,0.26976264,0.34815726,0.13992092,0.37555942,0.32639048,0.279301,0.28713614,0.40448287,0.30158707,0.34152684,0.38820252,0.21809824,0.3005587,0.297496,0.3816314,0.40178576,0.06508211,0.30208245,0.38320413,0.33182213,1.0000001,0.28174877,0.19480494,0.2862073,0.40572274,0.3361444,0.32098484,0.34217617,0.16646296,0.19622408,0.17701699,0.3344637,0.3881937,0.27469474,0.25497255,0.3641966,0.3574239,0.3641136,0.2590568,0.403857,0.2278045,0.22095066,0.28044158,0.48145792,0.32027766,0.25901213,0.12210051,0.51353586,0.331894,0.19319084,0.16607003,0.2381151,0.3498311,0.18715595,0.62329066,0.427425,0.36513105,0.19114242,0.25048602,0.31905156,0.28270918,0.061536472,0.16095388,0.4292301,0.33685896,0.33598125,0.28179497,0.23664403,0.35796544,0.17582357,0.28146803,0.084861316,0.3599664,0.16933028,0.45107478,0.36251175,0.14719962,0.11431478,0.32234925
27,0.19727457,0.22217253,0.13840263,0.1982732,0.10196684,0.07767942,0.22960141,0.2072469,0.14366072,0.31308404,0.030485272,0.25352305,0.21181971,0.16210917,0.21439475,0.105548635,0.19762461,0.091925465,0.2920761,0.13513443,0.10463856,-0.0058697406,0.11990473,0.16407913,0.27797997,0.28174877,1.0000001,0.12843859,0.13377286,0.14523275,0.16279909,0.16398555,0.07125008,0.06303988,0.22263286,0.1728738,0.22053935,0.2129531,0.08758523,0.14359704,0.17772385,0.2978272,0.19919091,0.16883315,0.12754734,0.20611653,0.21947683,0.15021074,0.23683561,0.18697944,0.10793224,0.06645188,0.30966765,0.16397442,0.11479964,0.105968945,0.18288921,0.18446517,0.14435044,0.12031319,0.17210157,0.20697843,0.14586627,0.13077684,0.10847296,0.17303397,0.16344444,0.104048744,0.25305006,0.13509496,0.04661036,0.30610663,0.0712216,0.21665448,0.22073254,0.051590465,0.012072704,0.22748837,0.073544346,0.28657067,0.27806747,0.24112377,0.15235716,0.12887517
